JOAO MENDES;upj1a5cv@tjsp.jus.br;upj1a5cv@tjsp.jus.br;upj1a5cv@tjsp.jus.br;upj1a5cv@tjsp.jus.br;upj1a5cv@tjsp.jus.br;upj6a10cv@tjsp.jus.br;upj6a10cv@tjsp.jus.br;upj6a10cv@tjsp.jus.br;upj6a10cv@tjsp.jus.br;upj6a10cv@tjsp.jus.br;upj11a15cv@tjsp.jus.br;upj11a15cv@tjsp.jus.br;upj11a15cv@tjsp.jus.br;upj11a15cv@tjsp.jus.br;upj11a15cv@tjsp.jus.br;upj16a20@tjsp.jus.br;upj16a20@tjsp.jus.br;upj16a20@tjsp.jus.br;upj16a20@tjsp.jus.br;upj16a20@tjsp.jus.br;upj21a25cv@tjsp.jus.br;upj21a25cv@tjsp.jus.br;upj21a25cv@tjsp.jus.br;upj21a25cv@tjsp.jus.br;upj21a25cv@tjsp.jus.br;upj26a30cv@tjsp.jus.br;upj26a30cv@tjsp.jus.br;upj26a30cv@tjsp.jus.br;upj26a30cv@tjsp.jus.br;upj26a30cv@tjsp.jus.br;upj31a35cv@tjsp.jus.br;upj31a35cv@tjsp.jus.br;upj31a35cv@tjsp.jus.br;upj31a35cv@tjsp.jus.br;upj31a35cv@tjsp.jus.br;upj36a40cv@tjsp.jus.br;upj36a40cv@tjsp.jus.br;upj36a40cv@tjsp.jus.br;upj36a40cv@tjsp.jus.br;upj36a40cv@tjsp.jus.br;upj41a45@tjsp.jus.br;upj41a45@tjsp.jus.br;upj41a45@tjsp.jus.br;upj41a45@tjsp.jus.br;upj41a45@tjsp.jus.br
JOSE BONIFACIO;josebonif1@tjsp.jus.br;josebonif2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JUNDIAI;jundiai1cv@tjsp.jus.br;jundiai2cv@tjsp.jus.br;jundiai3cv@tjsp.jus.br;jundiai4cv@tjsp.jus.br;jundiai5cv@tjsp.jus.br;jundiai6cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JUNQUEIROPOLIS;junqueiropolis@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JUQUIA;juquia@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LAPA;lapa1cv@tjsp.jus.br;lapa2cv@tjsp.jus.br;lapa3cv@tjsp.jus.br;lapa4cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LARANJAL PAULISTA;laranjal@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEME;leme1@tjsp.jus.br;leme2@tjsp.jus.br;leme3@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LENCOIS PAULISTA;lencois1@tjsp.jus.br;lencois2@tjsp.jus.br;lencois3@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMEIRA;limeira1cv@tjsp.jus.br;limeira2cv@tjsp.jus.br;limeira3cv@tjsp.jus.br;limeira4cv@tjsp.jus.br;limeira5cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LINS;lins1cv@tjsp.jus.br;lins2cv@tjsp.jus.br;lins3cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LORENA;lorena1@tjsp.jus.br;lorena2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LOUVEIRA;louveiradistribuicao@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LUCELIA;lucelia2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MACATUBA;macatuba@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MACAUBAL;macaubal@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAIRINQUE;mairinque1@tjsp.jus.br;mairinque2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAIRIPORA;mairipora1@tjsp.jus.br;mairipora2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARACAI;maracai@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARILIA;marilia1cv@tjsp.jus.br;marilia2cv@tjsp.jus.br;marilia3cv@tjsp.jus.br;marilia4cv@tjsp.jus.br;marilia5cv@tjsp.jus.br;marilia6cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARTINOPOLIS;martinopolis1@tjsp.jus.br;martinopolis2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MATAO;matao1@tjsp.jus.br;matao2@tjsp.jus.br;matao3@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAUA;maua1cv@tjsp.jus.br;maua2cv@tjsp.jus.br;maua3cv@tjsp.jus.br;maua4cv@tjsp.jus.br;maua5cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MIGUELOPOLIS;miguelop1@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MIRACATU;miracatu1@tjsp.jus.br;miracatu2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MIRANDOPOLIS;mirandop1@tjsp.jus.br;mirandop2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MIRANTE DO PARANAPANEMA;mirante@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MIRASSOL;mirassol1@tjsp.jus.br;mirassol2@tjsp.jus.br;mirassol3@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOCOCA;mococa1@tjsp.jus.br;mococa2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOGI DAS CRUZES;mogicruzes1cv@tjsp.jus.br;mogicruzes2cv@tjsp.jus.br;mogicruzes3cv@tjsp.jus.br;mogicruzes4cv@tjsp.jus.br;mogicruzes5cv@tjsp.jus.br;mogicruzes6cv@tjsp.onmicrosoft.com;mogicruzes7cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOGI GUACU;mojiguacu1cv@tjsp.jus.br;mojiguacu2cv@tjsp.jus.br;mojiguacu3cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOGI MIRIM;mojimirim1@tjsp.jus.br;mojimirim2@tjsp.jus.br;mojimirim3@tjsp.jus.br;mojimirim4@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGAGUA;mongaguadist@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONTE ALTO;montealto1@tjsp.jus.br;montealto2@tjsp.jus.br;montealto3@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONTE APRAZIVEL;monteapraz1@tjsp.jus.br;monteapraz2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONTE AZUL PAULISTA;monteazul@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONTE MOR;montemor@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MORRO AGUDO;morroagudo@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NAZARE PAULISTA;nazarepaulista@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEVES PAULISTA;nevespaulista@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NHANDEARA;nhandeara@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOSSA SENHORA DO O;nossa_sra_ocv@tjsp.jus.br;nossa_sra_ocv@tjsp.jus.br;nossa_sra_ocv@tjsp.jus.br;nossa_sra_ocv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOVA GRANADA;novagranada@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOVA ODESSA;novaodessa1@tjsp.jus.br;novaodessa2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOVO HORIZONTE;novohoriz1@tjsp.jus.br;novohoriz2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUPORANGA;nuporanga@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OLIMPIA;olimpia1@tjsp.jus.br;olimpia2@tjsp.jus.br;olimpia3@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORLANDIA;orlandia1@tjsp.jus.br;orlandia2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OSASCO;osasco1cv@tjsp.jus.br;osasco2cv@tjsp.jus.br;osasco3cv@tjsp.jus.br;osasco4cv@tjsp.jus.br;osasco5cv@tjsp.jus.br;osasco6cv@tjsp.jus.br;osasco7cv@tjsp.jus.br;osasco8cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OSVALDO CRUZ;osvaldocruz1@tjsp.jus.br;osvaldocruz2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OURINHOS;ourinhos1cv@tjsp.jus.br;ourinhos2cv@tjsp.jus.br;ourinhos3cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OUROESTE;ouroeste@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PACAEMBU;pacaembu1@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALESTINA;palestinasp@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALMEIRA D OESTE;palmeiradoeste@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALMITAL;palmital1@tjsp.jus.br;palmital2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PANORAMA;panorama1@tjsp.jus.br;panorama2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PARAGUACU PAULISTA;paraguacu1@tjsp.jus.br;paraguacu2@tjsp.jus.br;paraguacu3@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PARAIBUNA;paraibuna@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PARANAPANEMA;paranap@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PARELHEIROS;parelheiros@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PARIQUERA-ACU;pariquera@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PATROCINIO PAULISTA;patrocinio@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAULINIA;paulinia1@tjsp.jus.br;paulinia2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAULO DE FARIA;paulofaria@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FARIA;paulofaria@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDERNEIRAS;pederneiras1@tjsp.jus.br;pederneiras2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDREGULHO;pedregulho@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDREIRA;pedreira@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PENAPOLIS;penapolis1@tjsp.jus.br;penapolis2@tjsp.jus.br;penapolis3@tjsp.jus.br;penapolis4@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PENHA DE FRANCA;penha1cv@tjsp.jus.br;penha2cv@tjsp.jus.br;penha3cv@tjsp.jus.br;penha4cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEREIRA BARRETO;pereirabarr1@tjsp.jus.br;pereirabarr2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PERUIBE;peruibe1@tjsp.jus.br;peruibe2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIEDADE;piedade1@tjsp.jus.br;piedade2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PILAR DO SUL;pilardosul@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PINDAMONHANGABA;pinda1cv@tjsp.jus.br;pinda2cv@tjsp.jus.br;pinda3cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PINHALZINHO;pinhalzinho@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PINHEIROS;pinheiros1cv@tjsp.jus.br;pinheiros2cv@tjsp.jus.br;pinheiros3cv@tjsp.jus.br;pinheiros4cv@tjsp.jus.br;pinheiros5cv@tjsp.jus.br;"pinheiros1cv@tjsp.jus.br;pinheiros2cv@tjsp.jus.br;pinheiros3cv@tjsp.jus.br;pinheiros4cv@tjsp.jus.br;pinheiros5cv@tjsp.jus.br";"pinheiros1cv@tjsp.jus.br;pinheiros2cv@tjsp.jus.br;pinheiros3cv@tjsp.jus.br;pinheiros4cv@tjsp.jus.br;pinheiros5cv@tjsp.jus.br";"pinheiros1cv@tjsp.jus.br;pinheiros2cv@tjsp.jus.br;pinheiros3cv@tjsp.jus.br;pinheiros4cv@tjsp.jus.br;pinheiros5cv@tjsp.jus.br";"pinheiros1cv@tjsp.jus.br;pinheiros2cv@tjsp.jus.br;pinheiros3cv@tjsp.jus.br;pinheiros4cv@tjsp.jus.br;pinheiros5cv@tjsp.jus.br";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIQUETE;piquete@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIRACAIA;piracaia1@tjsp.jus.br;piracaia2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIRACICABA;piracicaba1cv@tjsp.jus.br;piracicaba2cv@tjsp.jus.br;piracicaba3cv@tjsp.jus.br;piracicaba4cv@tjsp.jus.br;piracicaba5cv@tjsp.jus.br;piracicaba6cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIRAJU;piraju1@tjsp.jus.br;piraju2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIRAJUI;pirajui1@tjsp.jus.br;pirajui2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIRANGI;pirangi@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIRAPOZINHO;pirapo1@tjsp.jus.br;pirapo2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIRASSUNUNGA;pirassununga1@tjsp.jus.br;pirassununga2@tjsp.jus.br;pirassununga3@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIRATININGA;piratininga@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PITANGUEIRAS;pitangueiras@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POA;poa1cv@tjsp.jus.br;poa2cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POMPEIA;pompeia@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PONTAL;pontal@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORANGABA;porangaba@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTO FELIZ;portofeliz1@tjsp.jus.br;portofeliz2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTO FERREIRA;portoferr1@tjsp.jus.br;portoferr2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POTIRENDABA;potirendaba@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRAIA GRANDE;praiagde1cv@tjsp.jus.br;praiagde2cv@tjsp.jus.br;praiagde3cv@tjsp.jus.br;praiagde4cv@tjsp.jus.br;praiagde5cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRESIDENTE BERNARDES;bernardes@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRESIDENTE EPITACIO;epitacio1@tjsp.jus.br;epitacio2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRESIDENTE PRUDENTE;upj1a5cvprudente@tjsp.jus.br;upj1a5cvprudente@tjsp.jus.br;upj1a5cvprudente@tjsp.jus.br;upj1a5cvprudente@tjsp.jus.br;upj1a5cvprudente@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRESIDENTE VENCESLAU;venceslau1@tjsp.jus.br;venceslau2@tjsp.jus.br;venceslau3@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROMISSAO;promissao1@tjsp.jus.br;promissao2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QUATA;quata@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QUELUZ;queluz@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RANCHARIA;rancharia1@tjsp.jus.br;rancharia2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REGENTE FEIJO;regfeijo@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REGISTRO;registro1@tjsp.jus.br;registro2@tjsp.jus.br;registro3@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RIBEIRAO BONITO;ribeiraobonito@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RIBEIRAO PIRES;ribpires1@tjsp.jus.br;ribpires2@tjsp.jus.br;ribpires3@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RIBEIRAO PRETO;ribpreto1cv@tjsp.jus.br;ribpreto2cv@tjsp.jus.br;ribpreto3cv@tjsp.jus.br;ribpreto4cv@tjsp.jus.br;ribpreto5cv@tjsp.jus.br;ribpreto6cv@tjsp.jus.br;ribpreto7cv@tjsp.jus.br;ribpreto8cv@tjsp.jus.br;ribpreto9cv@tjsp.jus.br;ribpreto10cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RIO CLARO;rioclaro1cv@tjsp.jus.br;rioclaro2cv@tjsp.jus.br;rioclaro3cv@tjsp.jus.br;rioclaro4cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RIO DAS PEDRAS;riodaspedras@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RIO GRANDE DA SERRA;riogdeserra@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ROSANA;rosanasp@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ROSEIRA;roseira@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALESOPOLIS;salesopolis@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALTO;salto1@tjsp.jus.br;salto2@tjsp.jus.br;salto3@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALTO DE PIRAPORA;saltopirapora@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA ADELIA;santadelia@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA BARBARA DOESTE;stabarbara1cv@tjsp.jus.br;stabarbara2cv@tjsp.jus.br;stabarbara3cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA BARBARA D OESTE;stabarbara1cv@tjsp.jus.br;stabarbara2cv@tjsp.jus.br;stabarbara3cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA BRANCA;santabranca@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA CRUZ DAS PALMEIRAS;stacruzpalmeiras@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA CRUZ DO RIO PARDO;stacruzpardo1cv@tjsp.jus.br;stacruzpardo2cv@tjsp.jus.br;stacruzpardo3cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA FE DO SUL;santafe1@tjsp.jus.br;santafe2@tjsp.jus.br;santafe3@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA ISABEL;staisabel1@tjsp.jus.br;staisabel2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA RITA DO PASSA QUATRO;starita1@tjsp.jus.br;starita2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA ROSA DO VITERBO;santarosa@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTANA;santana1cv@tjsp.jus.br;santana2cv@tjsp.jus.br;santana3cv@tjsp.jus.br;santana4cv@tjsp.jus.br;santana5cv@tjsp.jus.br;santana6cv@tjsp.jus.br;santana7cv@tjsp.jus.br;santana8cv@tjsp.jus.br;santana9cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTANA DO PARNAIBA;parnaiba2@tjsp.jus.br;parnaiba3@tjsp.jus.br;parnaiba4@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTO AMARO;stoamaro1cv@tjsp.jus.br;stoamaro2cv@tjsp.jus.br;stoamaro3cv@tjsp.jus.br;stoamaro4cv@tjsp.jus.br;stoamaro5cv@tjsp.jus.br;stoamaro6cv@tjsp.jus.br;stoamaro7cv@tjsp.jus.br;stoamaro8cv@tjsp.jus.br;upj9a14cv@tjsp.jus.br;upj9a14cv@tjsp.jus.br;upj9a14cv@tjsp.jus.br;upj9a14cv@tjsp.jus.br;upj9a14cv@tjsp.jus.br;upj9a14cv@tjsp.jus.br;stoamaro15cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTO ANASTACIO;santoanastacio@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTO ANDRE;stoandre1cv@tjsp.jus.br;stoandre2cv@tjsp.jus.br;stoandre3cv@tjsp.jus.br;stoandre4cv@tjsp.jus.br;stoandre5cv@tjsp.jus.br;stoandre6cv@tjsp.jus.br;stoandre7cv@tjsp.jus.br;stoandre8cv@tjsp.jus.br;stoandre9cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTOS;santos1cv@tjsp.jus.br;santos2cv@tjsp.jus.br;santos3cv@tjsp.jus.br;santos4cv@tjsp.jus.br;santos5cv@tjsp.jus.br;santos6cv@tjsp.jus.br;santos7cv@tjsp.jus.br;santos8cv@tjsp.jus.br;upj9a12cvsantos@tjsp.jus.br;upj9a12cvsantos@tjsp.jus.br;upj9a12cvsantos@tjsp.jus.br;upj9a12cvsantos@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO BENTO DO SAPUCAI;saobento@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO BERNARDO DO CAMPO;saobernardo1cv@tjsp.jus.br;saobernardo2cv@tjsp.jus.br;saobernardo3cv@tjsp.jus.br;saobernardo4cv@tjsp.jus.br;saobernardo5cv@tjsp.jus.br;saobernardo6cv@tjsp.jus.br;saobernardo7cv@tjsp.jus.br;saobernardo8cv@tjsp.jus.br;saobernardo9cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
